180000,137682,Artist,Any,University,Single,1,No
400000,387880,Artist,Any,University,Single,1,No
180000,123264,Artist,Any,University,Single,1,Yes
60000,53582,Artist,Any,University,Single,1,No
100000,8605,Artist,Any,University,Single,1,No
180000,130055,Artist,Any,University,Single,1,Yes
100000,19279,Artist,Any,University,Single,1,No
700000,505660,Artist,Any,University,Single,1,No
450000,283437,Artist,Any,University,Single,1,Yes
40000,21514,Artist,Any,University,Single,1,No
500000,340924,Artist,Any,University,Single,1,No
110000,81991,Artist,Any,University,Single,1,Yes
130000,103924,Artist,Any,University,Single,1,No
350000,113719,Artist,Any,University,Single,1,No
200000,22590,Artist,Any,University,Single,1,No
350000,137736,Artist,Any,University,Single,1,Yes
110000,62049,Artist,Any,University,Single,1,No
40000,38735,Artist,Any,University,Single,1,No
100000,10905,Artist,Any,University,Single,1,No
130000,115371,Artist,Any,University,Single,1,No
700000,53462,Artist,Any,University,Single,1,Yes
300000,153753,Artist,Any,University,Single,1,No
400000,216933,Artist,Any,University,Single,1,No
180000,117763,Artist,Any,University,Single,1,No
180000,17849,Artist,Any,University,Single,1,No
550000,206719,Artist,Any,University,Single,1,No
130000,66564,Artist,Any,University,Single,1,No
200000,8735,Artist,Any,University,Single,1,No
450000,261373,Artist,Any,University,Single,1,No
350000,39016,Artist,Any,University,Single,1,Yes
110000,28239,Artist,Any,University,Single,1,No
20000,19186,Artist,Any,University,Single,1,No
550000,534098,Artist,Any,University,Single,1,No
300000,213357,Artist,Any,University,Single,1,No
40000,25404,Artist,Any,University,Single,1,No
150000,52653,Artist,Any,University,Single,1,No
20000,5165,Artist,Any,University,Single,1,No
350000,123168,Artist,Any,University,Single,1,No
400000,326244,Artist,Any,University,Single,1,No
150000,31681,Artist,Any,University,Single,1,No
180000,103875,Artist,Any,University,Single,1,No
450000,141651,Artist,Any,University,Single,1,No
60000,35428,Artist,Any,University,Single,1,No
100000,53686,Artist,Any,University,Single,1,Yes
600000,72495,Dealer,Any,Graduate School,Single,1,No
130000,5788,Dealer,Any,Graduate School,Single,1,No
750000,69206,Dealer,Any,Graduate School,Single,1,No
100000,22829,Dealer,Any,Graduate School,Single,1,No
700000,279075,Dealer,Any,Graduate School,Single,1,No
40000,10534,Dealer,Any,Graduate School,Single,1,No
300000,125036,Dealer,Any,Graduate School,Single,1,No
300000,56580,Dealer,Any,Graduate School,Single,1,No
200000,38140,Dealer,Any,Graduate School,Single,1,No
250000,129118,Dealer,Any,Graduate School,Single,1,Yes
130000,5747,Dealer,Any,Graduate School,Single,1,No
550000,231441,Dealer,Any,Graduate School,Single,1,Yes
80000,64029,Dealer,Any,Graduate School,Single,1,No
700000,140367,Dealer,Any,Graduate School,Single,1,No
100000,15664,Dealer,Any,Graduate School,Single,1,Yes
40000,4900,Dealer,Any,Graduate School,Single,1,No
100000,84314,Dealer,Any,Graduate School,Single,1,No
300000,143791,Dealer,Any,Graduate School,Single,1,No
80000,66687,Dealer,Any,Graduate School,Single,1,No
350000,50971,Dealer,Any,Graduate School,Single,1,No
300000,115636,Dealer,Any,Graduate School,Single,1,No
150000,128090,Dealer,Any,Graduate School,Single,1,No
350000,279476,Dealer,Any,Graduate School,Single,1,No
300000,82056,Dealer,Any,Graduate School,Single,1,No
180000,108117,Dealer,Any,Graduate School,Single,1,No
200000,87755,Dealer,Any,Graduate School,Single,1,Yes
450000,39247,Dealer,Any,Graduate School,Single,1,Yes
40000,15981,Dealer,Any,Graduate School,Single,1,No
250000,177849,Dealer,Any,Graduate School,Single,1,Yes
400000,113412,Dealer,Any,Graduate School,Single,1,No
100000,31954,Dealer,Any,Graduate School,Single,1,No
100000,36878,Dealer,Any,Graduate School,Single,1,Yes
20000,8822,Dealer,Any,Graduate School,Single,1,No
80000,1785,Dealer,Any,Graduate School,Single,1,No
150000,139313,Lawyer,Any,Graduate School,Single,2,No
20000,3396,Lawyer,Any,Graduate School,Single,2,No
450000,271995,Lawyer,Any,Graduate School,Single,2,No
400000,66543,Lawyer,Any,Graduate School,Single,2,Yes
350000,65383,Lawyer,Any,Graduate School,Single,2,No
750000,595638,Lawyer,Any,Graduate School,Single,2,No
500000,194079,Lawyer,Any,Graduate School,Single,2,Yes
300000,137213,Lawyer,Any,Graduate School,Single,2,No
60000,39022,Lawyer,Any,Graduate School,Single,2,No
500000,477593,Lawyer,Any,Graduate School,Single,2,No
350000,91842,Lawyer,Any,Graduate School,Single,2,Yes
180000,138122,Lawyer,Any,Graduate School,Single,2,No
750000,42341,Lawyer,Any,Graduate School,Single,2,No
110000,69253,Lawyer,Any,Graduate School,Single,2,No
250000,183850,Lawyer,Any,Graduate School,Single,2,No
130000,116455,Lawyer,Any,Graduate School,Single,2,No
500000,80229,Lawyer,Any,Graduate School,Single,2,No
550000,21432,Lawyer,Any,Graduate School,Single,2,No
100000,66913,Lawyer,Any,Graduate School,Single,2,No
350000,187426,Lawyer,Any,Graduate School,Single,2,No
300000,172091,Artist,Any,Graduate School,Married,2,No
300000,25860,Artist,Any,Graduate School,Married,2,No
110000,73433,Artist,Any,Graduate School,Married,2,Yes
200000,5539,Artist,Any,Graduate School,Married,2,No
150000,71421,Artist,Any,Graduate School,Married,2,No
200000,97797,Artist,Any,Graduate School,Married,2,No
60000,52004,Artist,Any,Graduate School,Married,2,Yes
100000,36099,Artist,Any,Graduate School,Married,2,No
80000,44030,Artist,Any,Graduate School,Married,2,No
300000,280161,Artist,Any,Graduate School,Married,2,No
40000,21686,Artist,Any,Graduate School,Married,2,No
600000,463939,Artist,Any,Graduate School,Married,2,No
130000,127538,Artist,Any,Graduate School,Married,2,No
450000,237150,Artist,Any,Graduate School,Married,2,No
550000,423999,Artist,Any,Graduate School,Married,2,No
400000,188262,Artist,Any,Graduate School,Married,2,Yes
350000,166371,Artist,Any,Graduate School,Married,2,No
550000,437540,Artist,Any,Graduate School,Married,2,No
80000,46151,Artist,Any,Graduate School,Married,2,No
80000,56391,Artist,Any,Graduate School,Married,2,No
600000,6091,Artist,Any,Graduate School,Married,2,No
200000,33400,Artist,Any,Graduate School,Married,2,Yes
350000,285753,Artist,Any,Graduate School,Married,2,Yes
150000,78629,Artist,Any,Graduate School,Married,2,No
40000,10026,Artist,Any,Graduate School,Married,2,No
180000,161279,Artist,Any,Graduate School,Married,2,No
100000,19261,Artist,Any,Graduate School,Married,2,No
750000,370361,Artist,Any,Graduate School,Married,2,No
700000,79478,Artist,Any,Graduate School,Married,2,Yes
130000,77631,Artist,Any,Graduate School,Married,2,No
180000,9489,Artist,Any,Graduate School,Married,2,No
750000,557434,Artist,Any,Graduate School,Married,2,Yes
300000,103414,Artist,Any,Graduate School,Married,2,No
550000,122029,Artist,Any,Graduate School,Married,2,Yes
300000,262131,Artist,Any,Graduate School,Married,2,No
40000,946,Artist,Any,Graduate School,Married,2,No
250000,157464,Artist,Any,Graduate School,Married,2,No
500000,295952,Artist,Any,Graduate School,Married,2,No
550000,513944,Artist,Any,Graduate School,Married,2,No
80000,51464,Artist,Any,Graduate School,Married,2,No
700000,207778,Artist,Any,Graduate School,Married,2,No
200000,132442,Artist,Any,Graduate School,Married,2,Yes
600000,73009,Artist,Any,Graduate School,Married,2,Yes
500000,35542,Artist,Any,Graduate School,Married,2,No
300000,150616,Artist,Any,Graduate School,Married,2,Yes
300000,92290,Artist,Any,Graduate School,Single,1,No
150000,38284,Artist,Any,Graduate School,Single,1,No
400000,165756,Artist,Any,Graduate School,Single,1,No
40000,15330,Artist,Any,Graduate School,Single,1,No
250000,243587,Artist,Any,Graduate School,Single,1,No
20000,2787,Artist,Any,Graduate School,Single,1,No
80000,36411,Artist,Any,Graduate School,Single,1,No
400000,298669,Artist,Any,Graduate School,Single,1,Yes
40000,14252,Artist,Any,Graduate School,Single,1,No
80000,38920,Artist,Any,Graduate School,Single,1,No
100000,54288,Artist,Any,Graduate School,Single,1,No
60000,46986,Artist,Any,Graduate School,Single,1,No
500000,417900,Artist,Any,Graduate School,Single,1,No
500000,231911,Artist,Any,Graduate School,Single,1,No
20000,15873,Artist,Any,Graduate School,Single,1,No
60000,47653,Artist,Any,Graduate School,Single,1,Yes
750000,705839,Artist,Any,Graduate School,Single,1,No
100000,93957,Artist,Any,Graduate School,Single,1,No
300000,298297,Artist,Any,Graduate School,Single,1,No
400000,254550,Artist,Any,Graduate School,Single,1,Yes
350000,234500,Artist,Any,Graduate School,Single,1,No
250000,180399,Artist,Any,Graduate School,Single,1,Yes
80000,10063,Artist,Any,Graduate School,Single,1,No
100000,19428,Artist,Any,Graduate School,Single,1,No
550000,285144,Artist,Any,Graduate School,Single,1,No
150000,121110,Artist,Any,Graduate School,Single,1,No
250000,241305,Artist,Any,Graduate School,Single,1,No
110000,59840,Artist,Any,Graduate School,Single,1,No
550000,32442,Artist,Any,Graduate School,Single,1,No
450000,422935,Artist,Any,Graduate School,Single,1,No
300000,258938,Artist,Any,Graduate School,Single,1,No
400000,5567,Artist,Any,Graduate School,Single,1,Yes
180000,10708,Artist,Any,Graduate School,Single,1,No
600000,554217,Artist,Any,Graduate School,Single,1,Yes
110000,46480,Artist,Any,Graduate School,Single,1,No
500000,159372,Artist,Any,Graduate School,Single,1,No
350000,49392,Artist,Any,Graduate School,Single,1,No
250000,139808,Artist,Any,Graduate School,Single,1,No
450000,185299,Artist,Any,Graduate School,Single,1,No
80000,18399,Artist,Any,Graduate School,Single,1,No
20000,17110,Artist,Any,Graduate School,Single,1,No
150000,46198,Artist,Any,Graduate School,Single,1,No
250000,130749,Artist,Any,Graduate School,Single,1,No
180000,67768,Artist,Any,Graduate School,Single,1,No
150000,58222,Artist,Any,Graduate School,Single,1,No
20000,1586,Artist,Any,Graduate School,Single,1,No
20000,19936,Artist,Any,Graduate School,Single,1,Yes
700000,671843,Artist,Any,Graduate School,Single,1,No
600000,132826,Artist,Any,Graduate School,Single,1,No
180000,73293,Artist,Any,Graduate School,Single,1,No
100000,15619,Artist,Any,Graduate School,Single,1,No
400000,343753,Artist,Any,Graduate School,Single,1,No
700000,534862,Artist,Any,Graduate School,Single,1,Yes
500000,16657,Artist,Any,Graduate School,Single,1,No
450000,278795,Artist,Any,Graduate School,Single,1,No
130000,333,Artist,Any,Graduate School,Single,1,Yes
350000,12373,Artist,Any,Graduate School,Single,1,No
400000,329681,Artist,Any,Graduate School,Single,1,No
300000,198437,Artist,Any,Graduate School,Single,1,No
250000,199560,Artist,Any,Graduate School,Single,1,No
180000,28321,Artist,Any,Graduate School,Single,1,No
700000,453478,Artist,Any,Graduate School,Single,1,Yes
700000,216959,Artist,Any,Graduate School,Single,1,No
600000,21570,Artist,Any,Graduate School,Single,1,No
350000,273897,Artist,Any,Graduate School,Single,1,No
130000,32800,Artist,Any,Graduate School,Single,1,No
550000,6667,Artist,Any,Graduate School,Single,1,Yes
40000,17848,Artist,Any,Graduate School,Single,1,No
20000,13266,Artist,Any,Graduate School,Single,1,No
60000,43038,Artist,Any,Graduate School,Single,1,No
750000,646035,Artist,Any,Graduate School,Single,1,No
80000,74469,Artist,Any,Graduate School,Single,1,No
750000,366149,Artist,Any,Graduate School,Single,1,Yes
350000,145210,Artist,Any,Graduate School,Single,1,No
550000,462036,Artist,Any,Graduate School,Single,1,No
110000,2,Artist,Any,Graduate School,Single,1,No
300000,98368,Artist,Any,Graduate School,Single,1,No
700000,172281,Artist,Any,Graduate School,Single,1,No
110000,89430,Artist,Any,Graduate School,Single,1,No
450000,357687,Artist,Any,Graduate School,Single,1,No
300000,152401,Artist,Any,Graduate School,Single,1,No
250000,22032,Artist,Any,Graduate School,Single,1,No
600000,304518,Artist,Any,Graduate School,Single,1,No
200000,41059,Artist,Any,Graduate School,Single,1,No
180000,1626,Artist,Any,Graduate School,Single,1,No
350000,67224,Artist,Any,Graduate School,Single,1,Yes
350000,63626,Artist,Any,Graduate School,Single,1,No
40000,19127,Artist,Any,Graduate School,Single,1,Yes
750000,99788,Artist,Any,Graduate School,Single,1,Yes
110000,77750,Artist,Any,Graduate School,Single,1,No
700000,9142,Artist,Any,Graduate School,Single,1,No
550000,112232,Artist,Any,Graduate School,Single,1,No
350000,152151,Artist,Any,Graduate School,Single,1,Yes
150000,31285,Artist,Any,Graduate School,Single,1,No
80000,14866,Artist,Any,Graduate School,Single,1,Yes
400000,315514,Artist,Any,Graduate School,Single,1,No
750000,657620,Artist,Any,Graduate School,Single,1,Yes
700000,455728,Artist,Any,Graduate School,Single,1,No
80000,33090,Artist,Any,Graduate School,Single,1,No
300000,857,Artist,Any,Graduate School,Single,1,No
250000,143545,Artist,Any,Graduate School,Single,1,Yes
750000,709965,Artist,Any,Graduate School,Single,1,Yes
20000,16227,Artist,Any,Graduate School,Single,1,No
450000,275047,Teacher,Any,Graduate School,Single,2,No
300000,174542,Teacher,Any,Graduate School,Single,2,No
40000,38524,Teacher,Any,Graduate School,Single,2,Yes
550000,491294,Teacher,Any,Graduate School,Single,2,No
600000,356989,Teacher,Any,Graduate School,Single,2,No
100000,6667,Teacher,Any,Graduate School,Single,2,Yes
700000,343044,Teacher,Any,Graduate School,Single,2,Yes
350000,296612,Teacher,Any,Graduate School,Single,2,No
750000,17781,Teacher,Any,Graduate School,Single,2,No
450000,395706,Teacher,Any,Graduate School,Single,2,No
750000,358366,Teacher,Any,Graduate School,Single,2,No
110000,8101,Teacher,Any,Graduate School,Single,2,No
450000,402372,Teacher,Any,Graduate School,Single,2,Yes
180000,905,Teacher,Any,Graduate School,Single,2,No
600000,450890,Teacher,Any,Graduate School,Single,2,No
400000,53973,Teacher,Any,Graduate School,Single,2,No
110000,102216,Teacher,Any,Graduate School,Single,2,No
200000,119750,Teacher,Any,Graduate School,Single,2,No
700000,568152,Teacher,Any,Graduate School,Single,2,Yes
110000,78085,Teacher,Any,Graduate School,Single,2,No
550000,309132,Teacher,Any,Graduate School,Single,2,No
600000,305748,Engineer,Any,Graduate School,Single,1,No
700000,154279,Engineer,Any,Graduate School,Single,1,No
110000,8693,Engineer,Any,Graduate School,Single,1,No
130000,80836,Engineer,Any,Graduate School,Single,1,Yes
80000,19166,Engineer,Any,Graduate School,Single,1,No
700000,373261,Engineer,Any,Graduate School,Single,1,No
250000,56778,Engineer,Any,Graduate School,Single,1,No
20000,12335,Engineer,Any,Graduate School,Single,1,No
100000,68979,Engineer,Any,Graduate School,Single,1,No
450000,211879,Engineer,Any,Graduate School,Single,1,No
350000,14671,Engineer,Any,Graduate School,Single,1,Yes
750000,262647,Engineer,Any,Graduate School,Single,1,No
20000,7178,Engineer,Any,Graduate School,Single,1,No
130000,84190,Engineer,Any,Graduate School,Single,1,No
200000,174554,Engineer,Any,Graduate School,Single,1,No
450000,43101,Engineer,Any,Graduate School,Single,1,Yes
750000,526500,Engineer,Any,Graduate School,Single,1,No
130000,57077,Engineer,Any,Graduate School,Single,1,No
450000,273903,Engineer,Any,Graduate School,Single,1,No
250000,61811,Engineer,Any,Graduate School,Single,1,Yes
20000,13942,Engineer,Any,Graduate School,Single,1,No
20000,19508,Engineer,Any,Graduate School,Single,1,Yes
600000,203190,Engineer,Any,Graduate School,Single,1,No
700000,75458,Engineer,Any,Graduate School,Single,1,No
40000,23732,Engineer,Any,Graduate School,Single,1,No
60000,36881,Engineer,Any,Graduate School,Single,1,No
450000,174036,Engineer,Any,Graduate School,Single,1,No
450000,127167,Engineer,Any,Graduate School,Married,2,No
400000,261633,Engineer,Any,Graduate School,Married,2,No
20000,10164,Engineer,Any,Graduate School,Married,2,No
600000,88907,Engineer,Any,Graduate School,Married,2,No
250000,162566,Engineer,Any,Graduate School,Married,2,No
110000,4020,Engineer,Any,Graduate School,Married,2,No
750000,158884,Engineer,Any,Graduate School,Married,2,No
350000,28122,Engineer,Any,Graduate School,Married,2,No
250000,62284,Engineer,Any,Graduate School,Married,2,No
700000,97413,Engineer,Any,Graduate School,Married,2,No
500000,231117,Engineer,Any,Graduate School,Married,2,Yes
550000,348625,Engineer,Any,Graduate School,Married,2,No
350000,257714,Engineer,Any,Graduate School,Married,2,No
450000,268204,Doctor,Any,Graduate School,Single,4,Yes
200000,57007,Doctor,Any,Graduate School,Single,4,Yes
110000,88732,Doctor,Any,Graduate School,Single,4,No
400000,288745,Doctor,Any,Graduate School,Single,1,No
130000,13691,Doctor,Any,Graduate School,Single,1,Yes
550000,114606,Doctor,Any,Graduate School,Single,1,Yes
400000,355346,Doctor,Any,Graduate School,Single,1,No
550000,532264,Doctor,Any,Graduate School,Single,1,Yes
700000,258920,Doctor,Any,Graduate School,Single,1,No
100000,53973,Doctor,Any,Graduate School,Single,1,No
700000,308398,Doctor,Any,Graduate School,Single,1,Yes
400000,11607,Doctor,Any,Graduate School,Single,1,No
20000,6408,Doctor,Any,Graduate School,Single,1,No
130000,52083,Doctor,Any,Graduate School,Single,1,No
110000,108681,Doctor,Any,Graduate School,Single,1,No
60000,11427,Doctor,Any,Graduate School,Single,1,No
200000,121129,Doctor,Any,Graduate School,Single,1,Yes
600000,41591,Doctor,Any,Graduate School,Single,1,No
400000,362184,Doctor,Any,Graduate School,Single,1,Yes
200000,183484,Doctor,Any,Graduate School,Single,1,Yes
400000,330890,Doctor,Any,Graduate School,Single,1,No
100000,27260,Doctor,Any,Graduate School,Single,1,No
100000,46693,Doctor,Any,Graduate School,Single,1,No
250000,61650,Doctor,Any,Graduate School,Single,1,No
450000,355176,Doctor,Any,Graduate School,Single,1,No
300000,287889,Doctor,Any,Graduate School,Single,1,No
180000,171454,Doctor,Any,Graduate School,Single,1,No
400000,237650,Doctor,Any,Graduate School,Single,1,No
130000,52228,Doctor,Any,Graduate School,Single,1,No
60000,34257,Doctor,Any,Graduate School,Single,1,No
60000,24796,Doctor,Any,Graduate School,Single,1,No
130000,15594,Doctor,Any,Graduate School,Single,1,No
150000,99623,Doctor,Any,Graduate School,Single,1,No
600000,103450,Doctor,Any,Graduate School,Single,1,No
40000,18236,Doctor,Any,Graduate School,Single,1,No
250000,133152,Lawyer,Any,Graduate School,Single,1,Yes
180000,164913,Lawyer,Any,Graduate School,Single,1,No
80000,68578,Lawyer,Any,Graduate School,Single,1,No
600000,238653,Lawyer,Any,Graduate School,Single,1,No
180000,24375,Lawyer,Any,Graduate School,Single,1,No
400000,123397,Lawyer,Any,Graduate School,Single,1,No
150000,49567,Lawyer,Any,Graduate School,Single,1,No
550000,523699,Lawyer,Any,Graduate School,Single,1,No
80000,69191,Lawyer,Any,Graduate School,Single,1,No
300000,240418,Lawyer,Any,Graduate School,Single,1,Yes
20000,6701,Lawyer,Any,Graduate School,Single,1,No
700000,127485,Lawyer,Any,Graduate School,Single,1,Yes
60000,37075,Lawyer,Any,Graduate School,Single,1,No
400000,25107,Lawyer,Any,Graduate School,Single,1,Yes
350000,242772,Lawyer,Any,Graduate School,Single,1,No
40000,18996,Lawyer,Any,Graduate School,Single,1,Yes
150000,108421,Lawyer,Any,Graduate School,Single,1,No
40000,17772,Lawyer,Any,Graduate School,Single,1,No
550000,199582,Lawyer,Any,Graduate School,Single,1,Yes
80000,73672,Lawyer,Any,Graduate School,Single,1,No
80000,33113,Lawyer,Any,Graduate School,Single,1,No
350000,45209,Lawyer,Any,Graduate School,Single,1,No
700000,454307,Lawyer,Any,Graduate School,Single,1,No
200000,100846,Lawyer,Any,Graduate School,Single,1,No
40000,2832,Lawyer,Any,Graduate School,Single,1,No
110000,86197,Artist,Any,Graduate School,Single,3,No
20000,10530,Artist,Any,Graduate School,Single,3,Yes
60000,31834,Artist,Any,Graduate School,Single,3,No
450000,415676,Artist,Any,Graduate School,Single,3,No
130000,9661,Artist,Any,Graduate School,Single,3,Yes
450000,353721,Artist,Any,Graduate School,Single,3,No
450000,202549,Artist,Any,Graduate School,Single,3,No
250000,117632,Artist,Any,Graduate School,Single,3,No
60000,7057,Artist,Any,Graduate School,Single,3,No
700000,489658,Artist,Any,Graduate School,Single,3,No
550000,302834,Shopkeeper,Any,Graduate School,Married,3,No
40000,13453,Shopkeeper,Any,Graduate School,Married,3,No
550000,266887,Shopkeeper,Any,Graduate School,Married,3,No
40000,21867,Shopkeeper,Any,Graduate School,Married,3,No
180000,144909,Shopkeeper,Any,Graduate School,Married,3,No
40000,5003,Shopkeeper,Any,Graduate School,Married,3,Yes
40000,1045,Broker,Any,Graduate School,Single,2,No
450000,379709,Broker,Any,Graduate School,Single,2,No
60000,57701,Broker,Any,Graduate School,Single,2,No
110000,17810,Broker,Any,Graduate School,Single,2,No
700000,294170,Broker,Any,Graduate School,Single,2,No
40000,27078,Broker,Any,Graduate School,Single,2,No
40000,23147,Broker,Any,Graduate School,Single,2,No
300000,80710,Broker,Any,Graduate School,Single,2,No
550000,285980,Broker,Any,Graduate School,Single,2,No
300000,232390,Broker,Any,Graduate School,Single,2,Yes
60000,10193,Broker,Any,Graduate School,Single,2,No
40000,12450,Broker,Any,Graduate School,Single,2,Yes
100000,47882,Broker,Any,Graduate School,Single,2,No
450000,370623,Broker,Any,Graduate School,Single,2,No
250000,200598,Broker,Any,Graduate School,Single,2,No
80000,74529,Broker,Any,Graduate School,Single,2,No
110000,89541,Broker,Any,Graduate School,Single,2,Yes
500000,376245,Broker,Any,Graduate School,Single,2,No
300000,91457,Broker,Any,Graduate School,Single,2,No
110000,34629,Artist,Any,Graduate School,Married,3,No
80000,64681,Artist,Any,Graduate School,Married,3,Yes
450000,148855,Artist,Any,Graduate School,Married,3,No
100000,86008,Artist,Any,Graduate School,Married,3,Yes
180000,137542,Artist,Any,Graduate School,Married,3,No
300000,144172,Artist,Any,Graduate School,Married,3,No
600000,340485,Artist,Any,Graduate School,Married,3,No
500000,360681,Artist,Any,Graduate School,Married,3,No
400000,168138,Artist,Any,Graduate School,Married,3,No
600000,142493,Artist,Any,Graduate School,Married,3,Yes
40000,15278,Artist,Any,Graduate School,Married,3,No
250000,219046,Artist,Any,Graduate School,Married,3,No
250000,132834,Artist,Any,Graduate School,Married,3,No
550000,37064,Artist,Any,Graduate School,Married,3,No
80000,33452,Artist,Any,Graduate School,Married,3,No
700000,316452,Artist,Any,Graduate School,Married,3,No
700000,99248,Artist,Any,Graduate School,Married,3,No
700000,488409,Artist,Any,Graduate School,Married,3,No
110000,75189,Artist,Any,Graduate School,Married,3,No
150000,126570,Artist,Any,Graduate School,Married,3,No
550000,332390,Artist,Any,Graduate School,Married,3,No
110000,9048,Artist,Any,Graduate School,Married,3,No
750000,259119,Artist,Any,Graduate School,Married,3,No
750000,199536,Artist,Any,Graduate School,Married,3,No
300000,105287,Artist,Any,Graduate School,Married,3,No
300000,133641,Artist,Any,Graduate School,Married,3,No
500000,130002,Artist,Any,Graduate School,Married,3,No
300000,167431,Artist,Any,Graduate School,Married,3,Yes
60000,50687,Artist,Any,Graduate School,Single,2,No
130000,12537,Artist,Any,Graduate School,Single,2,No
700000,620631,Artist,Any,Graduate School,Single,2,No
600000,366036,Artist,Any,Graduate School,Single,2,No
400000,363896,Artist,Any,Graduate School,Single,2,No
200000,189244,Artist,Any,Graduate School,Single,2,No
60000,11469,Artist,Any,Graduate School,Single,2,No
400000,57770,Artist,Any,Graduate School,Single,2,No
600000,161843,Artist,Any,Graduate School,Single,2,Yes
200000,40393,Artist,Any,Graduate School,Single,2,Yes
250000,186154,Artist,Any,Graduate School,Single,2,No
200000,194169,Artist,Any,Graduate School,Single,2,Yes
750000,559057,Artist,Any,Graduate School,Single,2,No
130000,49060,Artist,Any,Graduate School,Single,2,No
350000,219971,Artist,Any,Graduate School,Single,2,No
60000,11066,Artist,Any,Graduate School,Single,2,No
350000,156711,Artist,Any,Graduate School,Single,2,No
300000,204509,Artist,Any,Graduate School,Single,2,Yes
400000,158111,Artist,Any,Graduate School,Single,2,Yes
20000,13133,Artist,Any,Graduate School,Single,2,Yes
180000,86741,Artist,Any,Graduate School,Single,2,No
350000,140317,Artist,Any,Graduate School,Single,2,No
200000,107131,Artist,Any,Graduate School,Single,2,No
40000,27590,Artist,Any,Graduate School,Single,2,No
200000,17751,Artist,Any,Graduate School,Single,2,No
20000,15523,Artist,Any,Graduate School,Single,2,No
20000,1064,Artist,Any,Graduate School,Single,2,No
150000,148719,Artist,Any,Graduate School,Single,2,No
600000,254823,Artist,Any,Graduate School,Single,2,No
200000,24644,Artist,Any,Graduate School,Single,2,No
700000,81641,Artist,Any,Graduate School,Single,2,No
750000,571960,Artist,Any,Graduate School,Single,2,No
110000,37887,Artist,Any,Graduate School,Single,2,No
200000,194228,Artist,Any,Graduate School,Single,2,No
60000,29166,Artist,Any,Graduate School,Single,2,No
200000,63509,Artist,Any,Graduate School,Single,2,No
180000,121008,Artist,Any,Graduate School,Single,2,No
130000,13961,Artist,Any,Graduate School,Single,2,No
150000,47454,Artist,Any,Graduate School,Single,2,No
20000,7716,Artist,Any,Graduate School,Single,2,No
100000,36812,Artist,Any,Graduate School,Single,2,No
200000,32049,Artist,Any,Graduate School,Single,2,No
40000,10175,Dealer,Any,Graduate School,Single,2,No
80000,67318,Dealer,Any,Graduate School,Single,2,No
130000,54132,Dealer,Any,Graduate School,Single,2,No
130000,37628,Dealer,Any,Graduate School,Single,2,No
20000,5498,Dealer,Any,Graduate School,Single,2,No
110000,51867,Dealer,Any,Graduate School,Single,2,No
40000,21881,Dealer,Any,Graduate School,Single,2,No
40000,36844,Dealer,Any,Graduate School,Single,2,No
60000,18062,Dealer,Any,Graduate School,Single,2,Yes
400000,395395,Dealer,Any,Graduate School,Single,2,No
200000,20750,Dealer,Any,Graduate School,Single,2,No
550000,247750,Dealer,Any,Graduate School,Single,2,No
350000,47288,Dealer,Any,Graduate School,Single,2,No
